count,name,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,year
4610,2011-Vince Carter,SG,34,PHO,51,1387,14.2,0.516,0.389,0.157,3.6,11.8,7.7,9.6,1.7,0.9,7.5,23.5,0.9,0.8,1.7,0.06,0,-0.4,-0.4,0.6,2011
4611,2011-Omri Casspi,SF,22,SAC,71,1702,11.7,0.517,0.452,0.185,4.8,16,10.3,6.6,1.6,0.6,10.3,16.7,1.1,1.3,2.5,0.069,-0.1,-0.4,-0.6,0.6,2011
4612,2011-Mario Chalmers,PG,24,MIA,70,1579,10.3,0.538,0.595,0.16,1,9.5,5.5,16.8,2.5,0.3,18,15,0.7,2.3,2.9,0.089,-2.3,1.5,-0.8,0.5,2011
4613,2011-Tyson Chandler,C,28,DAL,74,2059,18.4,0.697,0,0.725,12.2,26.6,19.7,2.4,0.9,3,14.1,14.2,5.8,3.5,9.4,0.218,0.6,1,1.5,1.8,2011
4614,2011-Wilson Chandler,SF,23,TOT,72,2401,14.6,0.537,0.336,0.169,3.6,15.9,9.7,8.1,1,2.9,9.2,20.9,2.1,1.9,3.9,0.079,0.2,-0.4,-0.2,1.1,2011
4615,2011-Wilson Chandler,SF,23,NYK,51,1759,15.7,0.548,0.344,0.167,4,15.8,9.8,8.1,1,2.9,8.1,21,2.3,1.2,3.4,0.094,0.8,-0.8,0,0.9,2011
4616,2011-Wilson Chandler,SF,23,DEN,21,642,11.6,0.505,0.311,0.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,-0.2,0.7,0.5,0.037,-1.5,0.7,-0.8,0.2,2011
4617,2011-Josh Childress,SG,27,PHO,54,894,13,0.567,0.075,0.276,8.9,11.1,10,7,1.9,1.9,15.5,14.3,0.8,0.6,1.4,0.076,-0.6,0.1,-0.5,0.3,2011
4618,2011-Earl Clark,SF,23,TOT,42,464,10.1,0.456,0.032,0.297,9.5,15.7,12.7,3.1,0.9,3,13.5,20.5,-0.4,0.7,0.3,0.03,-3.9,0.1,-3.8,-0.2,2011
4619,2011-Earl Clark,SF,23,PHO,9,72,11.3,0.41,0,0.323,6.4,20.9,13.6,8.7,0.7,3.1,5.3,23.4,-0.1,0.1,0,-0.01,-1.8,-1.5,-3.3,0,2011
4620,2011-Earl Clark,SF,23,ORL,33,392,9.9,0.468,0.039,0.291,10.1,14.8,12.5,2.1,0.9,3,15.4,20,-0.3,0.7,0.3,0.038,-4.3,0.3,-3.9,-0.2,2011
4621,2011-Jarron Collins,C,32,TOT,28,181,1.6,0.374,0,0.476,9.1,6.4,7.9,1.5,1.1,0.4,21.6,8.1,-0.1,0.1,-0.1,-0.016,-7.4,-1.5,-8.9,-0.3,2011
4622,2011-Jarron Collins,C,32,LAC,23,157,1.8,0.438,0,0.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,-0.1,0.1,0,0,-7.1,-0.7,-7.8,-0.2,2011
4623,2011-Jarron Collins,C,32,POR,5,24,0,0.167,0,0,34.2,0,17.8,5.9,0,0,25,15.6,-0.1,0,-0.1,-0.124,-9.4,-6.5,-15.9,-0.1,2011
4624,2011-Jason Collins,C,32,ATL,49,593,5.4,0.539,0.014,0.577,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,0.1,0.5,0.6,0.049,-5.3,0.4,-4.8,-0.4,2011
4625,2011-Sherron Collins,PG,23,CHA,20,66,3.6,0.334,0.4,0.04,0,9.2,4.6,19.6,1.6,0,13.6,20.9,-0.2,0,-0.2,-0.121,-6,-2.1,-8,-0.1,2011
4626,2011-Darren Collison,PG,23,IND,79,2360,15.6,0.534,0.143,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,2.1,2.2,4.3,0.087,0.4,-0.7,-0.3,1,2011
4627,2011-Nick Collison,C,30,OKC,71,1524,10.8,0.6,0,0.302,9.5,14.6,12.1,6.7,1.4,1.5,16.7,9.8,2.1,1.5,3.6,0.113,-1.9,0.7,-1.2,0.3,2011
4628,2011-Mike Conley,PG,23,MEM,81,2872,15.9,0.521,0.228,0.259,1.3,9,5.1,28,2.6,0.5,14.2,19.4,3.4,3.2,6.6,0.111,0.7,0.5,1.2,2.3,2011
4629,2011-Brian Cook,PF,30,LAC,40,447,11.6,0.534,0.465,0.141,5,20,12.6,5.6,1.4,1.9,12.2,20.5,0.1,0.5,0.6,0.064,-1.6,-0.2,-1.9,0,2011
4630,2011-Daequan Cook,SG,23,OKC,43,598,12.8,0.63,0.851,0.11,1.6,12.1,7,5.3,1.2,0.1,8.2,15.7,1.2,0.4,1.6,0.126,1.8,-0.7,1.1,0.5,2011
4631,2011-Marcus Cousin,C,24,UTA,4,18,7.8,0.667,0,0,0,20.3,10.1,0,0,4.5,25,10.2,0,0,0,0.008,-4.3,-2.7,-7.1,0,2011
4632,2011-DeMarcus Cousins,C,20,SAC,81,2309,14.6,0.484,0.018,0.4,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,-1.9,2.9,1.1,0.022,-2.7,0.1,-2.6,-0.4,2011
4633,2011-Jamal Crawford,SG,30,ATL,76,2297,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,1.9,1.4,3.4,0.071,0.6,-1.6,-1,0.6,2011
4634,2011-Jordan Crawford,SG,22,TOT,42,1027,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2,0.2,13.4,27,-1,0.5,-0.6,-0.026,-1.5,-2.3,-3.8,-0.5,2011
4635,2011-Jordan Crawford,SG,22,ATL,16,160,7.6,0.421,0.351,0.078,6.8,14.2,10.5,16,1,0,15.8,28.1,-0.4,0.1,-0.3,-0.09,-2.8,-2.7,-5.5,-0.1,2011
4636,2011-Jordan Crawford,SG,22,WAS,26,867,12.6,0.462,0.239,0.184,2.8,7.5,5.1,20.5,2.1,0.3,12.9,26.8,-0.6,0.3,-0.3,-0.014,-1.2,-2.2,-3.4,-0.3,2011
4637,2011-Dante Cunningham,PF,23,TOT,78,1637,10.7,0.483,0.028,0.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,0.3,1.7,2,0.06,-3.2,-0.1,-3.3,-0.5,2011
4638,2011-Dante Cunningham,PF,23,POR,56,1108,9.5,0.457,0.014,0.155,7.7,13.4,10.4,4.3,1.9,2.4,9.6,14.5,0.1,1.2,1.3,0.057,-3.9,0.4,-3.5,-0.4,2011
4639,2011-Dante Cunningham,PF,23,CHA,22,529,13.1,0.525,0.05,0.094,5.2,15,10.1,4.5,1.5,1.7,8.7,18.3,0.2,0.5,0.7,0.065,-1.8,-1.1,-2.8,-0.1,2011
4640,2011-Stephen Curry,PG,22,GSW,74,2489,19.4,0.595,0.325,0.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,5.4,1.3,6.6,0.128,3,-0.7,2.3,2.7,2011
4641,2011-Samuel Dalembert,C,29,SAC,80,1938,14.1,0.509,0.004,0.261,12.1,26.9,19.3,5.3,0.9,4.3,17.3,17.1,0.4,2.5,2.9,0.072,-2.3,0.2,-2.2,-0.1,2011
4642,2011-Erick Dampier,C,35,MIA,51,815,9.7,0.591,0.011,0.494,8.2,17.1,12.9,3.8,0.9,4.5,22.8,8.1,0.5,1.4,1.9,0.109,-2,1.7,-0.3,0.4,2011
4643,2011-Antonio Daniels,PG,35,PHI,4,35,6.7,0.51,0.4,0.4,0,16.5,8.2,7.9,0,0,14.5,9.1,0,0,0,0.044,-4.8,-1.1,-6,0,2011
4644,2011-Marquis Daniels,SF,30,BOS,49,938,11.7,0.527,0.091,0.246,3.3,11,7.4,10.6,2.2,1.8,12.9,15.1,0.3,1.7,2,0.103,-1.7,2.3,0.6,0.6,2011
4645,2011-Baron Davis,PG,31,TOT,58,1649,17,0.506,0.345,0.189,2.5,8.6,5.5,41.2,2.4,1.3,16.3,24.4,1.5,1.3,2.8,0.081,2.2,-0.3,1.9,1.6,2011
4646,2011-Baron Davis,PG,31,LAC,43,1269,16.3,0.492,0.295,0.202,2.7,8.3,5.5,39.9,2.5,1.4,16,23.5,1,1.1,2.1,0.079,1.4,-0.1,1.3,1,2011
4647,2011-Baron Davis,PG,31,CLE,15,380,19.3,0.548,0.489,0.152,1.8,9.3,5.4,45.4,2.2,1.2,17,27.3,0.5,0.2,0.7,0.086,4.8,-0.9,3.9,0.6,2011
4648,2011-Ed Davis,PF,21,TOR,65,1602,15.8,0.583,0,0.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,2.9,1.1,4,0.119,-0.2,-0.8,-0.9,0.4,2011
4649,2011-Glen Davis,C,25,BOS,78,2298,12.8,0.499,0.019,0.331,5.7,16.4,11.4,6.6,1.8,1,8.5,20.9,0.6,4.3,4.9,0.102,-2.6,0.7,-1.9,0,2011
4650,2011-Austin Daye,SF,22,DET,72,1446,13,0.518,0.365,0.229,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,1.2,0.9,2.1,0.07,-0.8,-0.5,-1.3,0.3,2011
4651,2011-Carlos Delfino,SF,28,MIL,49,1590,13.1,0.517,0.554,0.146,1.7,13.2,7.3,12.1,2.6,0.4,9.5,17.7,0.9,2.6,3.5,0.105,-0.3,1.7,1.5,1.4,2011
4652,2011-Luol Deng,SF,25,CHI,82,3208,15.5,0.549,0.288,0.291,4.4,12.8,8.7,11.9,1.3,1.1,10.7,20.9,4.7,5.2,9.9,0.149,1.1,0.6,1.7,3,2011
4653,2011-DeMar DeRozan,SG,21,TOR,82,2851,14.5,0.53,0.045,0.348,3,10.2,6.5,8.6,1.5,0.8,9.8,23.2,2.8,0.5,3.2,0.055,-0.9,-1.5,-2.5,-0.3,2011
4654,2011-Boris Diaw,PF,28,CHA,82,2778,13.9,0.558,0.292,0.159,4.5,13.6,9,20.6,1.4,1.3,16.7,16.8,2.4,2.3,4.8,0.082,0.3,0.3,0.6,1.8,2011
4655,2011-Ike Diogu,PF,27,LAC,36,470,13.7,0.59,0,0.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,0.7,0.3,1,0.104,-2.4,-2.5,-4.9,-0.3,2011
4656,2011-DeSagana Diop,C,29,CHA,16,181,5.4,0.347,0,0.458,8,18.9,13.4,5.7,1.2,6.7,27.6,10.3,-0.3,0.3,-0.1,-0.016,-6.7,1.8,-4.9,-0.1,2011
4657,2011-Keyon Dooling,PG,30,MIL,80,1757,11.3,0.509,0.451,0.181,0.8,7.1,3.9,23.4,1.6,0.2,14,17.3,0.8,2.1,2.9,0.08,-1.4,0.2,-1.2,0.4,2011
4658,2011-Joey Dorsey,C,27,TOR,43,522,14.2,0.529,0,0.657,17.5,25.8,21.6,7.4,2.4,2.5,23.4,14.3,0.2,0.5,0.8,0.072,-1.6,0.1,-1.6,0.1,2011
4659,2011-Toney Douglas,SG,24,NYK,81,1971,15.2,0.534,0.507,0.142,3.7,10.5,7.1,19.5,2.3,0.1,10,20.1,3,1.2,4.2,0.101,0.9,-0.6,0.4,1.2,2011
4660,2011-Chris Douglas-Roberts,SF,24,MIL,44,884,11.5,0.517,0.168,0.326,0.9,11,5.8,9.8,1.8,1.2,10.1,18.4,0.4,1.3,1.6,0.088,-2.5,1,-1.4,0.1,2011
4661,2011-Zabian Dowdell,PG,26,PHO,24,292,11.7,0.457,0.08,0.136,2,5.9,4,27.7,3.5,0.5,18,25,-0.4,0.2,-0.1,-0.019,-3.9,0.2,-3.6,-0.1,2011
4662,2011-Goran Dragić,PG,24,TOT,70,1234,13.2,0.524,0.351,0.302,3.3,9.9,6.6,25.6,2.1,0.6,19,22.4,0.2,0.8,1,0.04,-0.9,-0.5,-1.3,0.2,2011
4663,2011-Goran Dragić,PG,24,PHO,48,856,11.2,0.492,0.32,0.307,3.2,8.4,5.8,26.8,2.1,0.5,21.1,24,-0.7,0.5,-0.2,-0.012,-2.3,-1.2,-3.5,-0.3,2011
4664,2011-Goran Dragić,PG,24,HOU,22,378,17.7,0.604,0.432,0.288,3.6,13.2,8.4,22.7,1.9,0.7,13,18.9,0.9,0.3,1.2,0.157,2.5,1.2,3.7,0.5,2011
4665,2011-Jared Dudley,SF,25,PHO,82,2140,15.6,0.598,0.402,0.347,6,11.2,8.6,7.6,2.1,0.7,9.6,16.9,4.2,1.4,5.6,0.126,1.5,0.2,1.8,2,2011
4666,2011-Chris Duhon,PG,28,ORL,51,774,5.6,0.446,0.403,0.194,1.4,6.3,3.9,22.4,1.1,0.2,30.3,12,-0.7,0.9,0.2,0.014,-3.8,0,-3.8,-0.3,2011
4667,2011-Tim Duncan,C,34,SAS,76,2156,21.9,0.537,0.005,0.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,3.7,4,7.7,0.171,2.2,2.2,4.4,3.5,2011
4668,2011-Mike Dunleavy,SG,30,IND,61,1683,14.6,0.593,0.488,0.24,1.9,16.2,9.1,10.1,1.2,1.3,10.7,16.9,2.6,1.9,4.5,0.129,1.1,0.4,1.6,1.5,2011
4669,2011-Ronald Dupree,SF,30,TOR,3,13,0.5,0.25,0.25,0,0,28,13.7,10.7,0,0,0,13.8,0,0,0,-0.094,-7.3,-2.7,-10,0,2011
4670,2011-Kevin Durant,SF,22,OKC,78,3038,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,12,0.189,5.2,-0.3,4.9,5.3,2011
4671,2011-Devin Ebanks,SG,21,LAL,20,118,19.4,0.507,0.098,0.451,14.9,11.1,13,2.8,1.8,3.2,8.9,25.9,0.2,0.2,0.4,0.144,0.1,-2.1,-2,0,2011
4672,2011-Wayne Ellington,SG,23,MIN,62,1181,8.6,0.488,0.305,0.134,2.4,7.9,5.1,9.4,1.2,0.2,11.2,17.1,0.1,0.1,0.3,0.01,-2.3,-1.3,-3.5,-0.5,2011
4673,2011-Monta Ellis,SG,25,GSW,80,3227,18.6,0.536,0.235,0.268,1.5,8.5,4.9,23.4,2.6,0.5,12.3,28.1,4.3,1.7,6,0.089,1.7,-0.9,0.8,2.3,2011
4674,2011-Francisco Elson,C,34,UTA,62,610,8.9,0.529,0,0.274,6.9,16,11.4,7.9,1.8,1.9,20.2,11.9,0.1,0.5,0.6,0.046,-3.8,0.3,-3.5,-0.2,2011
4675,2011-Melvin Ely,C,32,DEN,30,366,8.3,0.573,0,0.412,8.8,14.4,11.7,5.3,0.5,2.3,18.9,9,0.3,0.3,0.6,0.083,-2.9,-0.3,-3.2,-0.1,2011
4676,2011-Semih Erden,C,24,TOT,41,595,10.3,0.593,0,0.541,7.9,15.8,12.1,5.1,1.3,3.1,19.8,13.7,0.3,1.1,1.4,0.115,-4.6,1.6,-3,-0.1,2011
4677,2011-Semih Erden,C,24,BOS,37,531,10.8,0.621,0,0.557,7.6,16.6,12.4,5.5,1.3,3.1,20.9,13.8,0.4,1,1.4,0.128,-4.3,2,-2.3,0,2011
4678,2011-Semih Erden,C,24,CLE,4,64,6.2,0.391,0,0.429,10.5,9.2,9.9,2.3,1.6,3.6,10.7,13.2,0,0,0,0.002,-6.8,-1.4,-8.2,-0.1,2011
4679,2011-Jeremy Evans,SF,23,UTA,49,463,18.8,0.678,0.009,0.322,9.3,16.1,12.6,8.5,1.9,3,12.6,14.9,1.2,0.4,1.6,0.167,1.5,0.6,2.1,0.5,2011
4680,2011-Maurice Evans,SF,32,TOT,73,1549,9.1,0.513,0.394,0.137,3.9,8,5.9,4.5,1.1,0.7,6.8,14.2,1,0.7,1.7,0.054,-2.2,-1,-3.2,-0.5,2011
4681,2011-Maurice Evans,SF,32,ATL,47,837,7.5,0.492,0.443,0.139,3.3,8.7,6,5.4,1,0.5,6.6,13,0.3,0.6,0.9,0.05,-3.1,-0.5,-3.7,-0.4,2011
4682,2011-Maurice Evans,SF,32,WAS,26,712,10.9,0.531,0.35,0.135,4.5,7.1,5.8,3.4,1.3,1,7.1,15.8,0.7,0.2,0.9,0.058,-1.1,-1.6,-2.7,-0.1,2011
4683,2011-Reggie Evans,PF,30,TOR,30,798,12.4,0.466,0.01,0.854,17.2,34.4,25.6,6.4,1.9,0.6,21.6,10.1,0.5,0.8,1.3,0.077,-0.9,-0.6,-1.5,0.1,2011
4684,2011-Tyreke Evans,SG,21,SAC,57,2107,14.4,0.482,0.159,0.285,2.4,12.7,7.4,24.9,2,1,14.9,25.3,-0.1,1.7,1.6,0.036,-0.1,0.2,0,1.1,2011
4685,2011-Patrick Ewing,SF,26,NOH,7,19,0.6,0.222,0.4,0.8,6.4,6.4,6.4,14.2,0,4.4,12.9,19.5,-0.1,0,-0.1,-0.158,-5.6,-3.4,-9.1,0,2011
4686,2011-Christian Eyenga,SF,21,CLE,44,947,9,0.476,0.297,0.092,3.2,12,7.5,6.2,1.9,2.3,12.9,17.5,-0.8,0.5,-0.3,-0.016,-3.4,-0.6,-4,-0.5,2011
4687,2011-Jordan Farmar,PG,24,NJN,73,1796,14.1,0.504,0.467,0.154,1.5,10.1,5.7,34.9,1.8,0.3,16.7,21.6,0.8,1,1.9,0.05,0.8,-1.3,-0.4,0.7,2011
4688,2011-Derrick Favors,PF,19,TOT,78,1535,13.9,0.542,0,0.416,12.9,19.1,16,4.2,1,3.5,13.5,17.1,1.5,1.4,2.9,0.091,-2.6,-0.6,-3.2,-0.5,2011
4689,2011-Derrick Favors,PF,19,NJN,56,1091,12.6,0.54,0,0.42,13.3,19.1,16.1,3.2,0.9,2.9,14.6,16.3,0.9,1,1.9,0.083,-3.2,-0.7,-3.9,-0.5,2011
4690,2011-Derrick Favors,PF,19,UTA,22,444,16.8,0.545,0,0.407,12.1,19.2,15.6,6.7,1.3,4.9,11.3,19.2,0.6,0.4,1,0.11,-1.2,-0.4,-1.6,0,2011
4691,2011-Raymond Felton,PG-SG,26,TOT,75,2737,16.6,0.524,0.327,0.24,2,9.2,5.6,35.8,2.3,0.3,16.6,21.6,3.6,1.8,5.4,0.094,1.6,-1,0.6,1.8,2011
4692,2011-Raymond Felton,PG,26,NYK,54,2074,17.3,0.524,0.335,0.226,2.2,8.6,5.3,37.3,2.3,0.4,16.7,22.6,2.9,1.2,4,0.093,1.9,-1.5,0.4,1.3,2011
4693,2011-Raymond Felton,SG,26,DEN,21,663,14.7,0.523,0.299,0.294,1.4,11.3,6.5,31.1,2.1,0,16.3,18.5,0.7,0.6,1.3,0.097,0.4,0.6,1,0.5,2011
4694,2011-Rudy Fernández,SG,25,POR,78,1821,13.4,0.522,0.628,0.254,2.4,9.5,5.8,16.9,2.6,0.6,12.1,18.7,2,1.8,3.8,0.1,0.1,0.8,0.9,1.3,2011
4695,2011-Kyrylo Fesenko,C,24,UTA,53,456,5.8,0.441,0.01,0.46,8.9,19.8,14.3,5.9,0.5,2.9,17.2,14.6,-0.4,0.3,-0.1,-0.011,-6.5,-0.9,-7.4,-0.6,2011
4696,2011-Landry Fields,SG,22,NYK,82,2541,13.5,0.598,0.364,0.244,4.7,18.9,11.7,9,1.6,0.5,13.8,13.5,3.4,1.8,5.3,0.1,0.6,-0.4,0.2,1.4,2011
4697,2011-Derek Fisher,PG,36,LAL,82,2297,8.9,0.486,0.301,0.195,0.7,6.6,3.7,14,2.3,0.3,10.9,12.8,1.2,2.5,3.7,0.078,-3.2,1.3,-2,0,2011
4698,2011-Jonny Flynn,PG,21,MIN,53,983,7.1,0.444,0.338,0.142,1.3,7.5,4.3,27.6,1.7,0.2,26.4,18.5,-1.6,0.2,-1.3,-0.064,-3.9,-2.4,-6.3,-1.1,2011
4699,2011-Gary Forbes,SF,25,DEN,63,791,11.7,0.524,0.212,0.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,0.3,0.7,0.9,0.055,-2,-0.8,-2.9,-0.2,2011
4700,2011-T.J. Ford,PG,27,IND,41,773,9.9,0.434,0.136,0.203,2.5,9.1,5.8,28.4,2.3,0.8,19.7,18.3,-0.7,0.8,0.2,0.011,-3.3,0.4,-2.9,-0.2,2011
4701,2011-Jeff Foster,C,34,IND,56,940,14.3,0.497,0.018,0.287,19.1,22.3,20.7,7.3,1.3,2.4,12.1,10.1,1.6,1.4,3,0.152,-0.6,0.1,-0.5,0.4,2011
4702,2011-Randy Foye,SG,27,LAC,63,1551,11.4,0.516,0.409,0.281,1,6.7,3.9,17.5,1.6,1.1,13.7,19.9,0.9,0.8,1.7,0.051,-1.1,-0.7,-1.8,0.1,2011
4703,2011-Channing Frye,PF,27,PHO,77,2541,12.8,0.557,0.53,0.129,3,20.4,11.7,5.7,0.9,2.3,7.7,16.9,2.7,2.1,4.7,0.09,-0.3,0,-0.3,1.1,2011
4704,2011-Dan Gadzuric,C-PF,32,TOT,42,463,9.9,0.419,0.008,0.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,-0.3,0.4,0.1,0.014,-5.7,-1.3,-7,-0.6,2011
4705,2011-Dan Gadzuric,C,32,GSW,28,297,10.2,0.419,0.011,0.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,-0.2,0.2,0.1,0.013,-5.4,-1.3,-6.8,-0.4,2011
4706,2011-Dan Gadzuric,PF,32,NJN,14,166,9.1,0.417,0,0.317,12.5,22.7,17.4,2.9,1,5.1,14.6,15.3,-0.2,0.2,0.1,0.015,-6.2,-1.2,-7.3,-0.2,2011
4707,2011-Sundiata Gaines,PG,24,TOT,24,301,11.3,0.459,0.362,0.343,4.9,10,7.4,22.8,2.8,0.3,18.3,22.1,-0.3,0.2,-0.1,-0.015,-2.8,-0.1,-2.9,-0.1,2011
4708,2011-Sundiata Gaines,PG,24,MIN,8,65,4.9,0.398,0.273,0.455,1.7,8.8,5.1,13.7,2.3,0,18.5,21.2,-0.2,0,-0.1,-0.102,-6.5,-1.8,-8.3,-0.1,2011
4709,2011-Sundiata Gaines,PG,24,TOR,6,90,9.3,0.465,0.429,0.171,2.6,8.1,5.3,19.5,2.3,0.8,17.5,22.7,-0.1,0,-0.1,-0.05,-2.5,-0.2,-2.7,0,2011
4710,2011-Sundiata Gaines,PG,24,NJN,10,146,15.3,0.484,0.354,0.417,7.9,11.7,9.7,28.9,3.3,0,18.6,22.2,0,0.1,0.1,0.046,-1.3,0.7,-0.5,0.1,2011
4711,2011-Danilo Gallinari,PF-SF,22,TOT,62,2104,15.7,0.597,0.458,0.611,3.2,13.4,8.3,7.4,1.2,0.9,9.3,18.9,4.9,1.2,6.1,0.139,1.5,-0.8,0.7,1.4,2011
4712,2011-Danilo Gallinari,PF,22,NYK,48,1671,15.6,0.6,0.47,0.57,3.3,12.5,7.8,7.4,1.1,0.8,8.4,18.5,4.2,0.7,4.9,0.14,1.4,-1.3,0.1,0.9,2011
4713,2011-Danilo Gallinari,SF,22,DEN,14,433,15.9,0.587,0.412,0.771,3,16.8,10.1,7.5,1.5,1.6,12.5,20.6,0.7,0.5,1.2,0.133,1.7,1.3,3,0.5,2011
4714,2011-Francisco García,SF,29,SAC,58,1386,13.5,0.551,0.472,0.16,1.9,9.2,5.5,8,1.9,2.6,8.1,17.3,1.9,1.1,3,0.104,0.4,0.6,1,1,2011
4715,2011-Kevin Garnett,PF,34,BOS,71,2220,20.6,0.575,0.006,0.264,4.9,28.7,17.5,13.5,2.3,2,11.1,22.3,3.4,5.6,9,0.194,1.8,2.9,4.7,3.8,2011
4716,2011-Marc Gasol,C,26,MEM,81,2586,16.8,0.58,0.01,0.425,7.1,19.4,13.1,11.6,1.5,4.3,15.1,16.9,4,3.9,7.9,0.146,0.3,2,2.3,2.8,2011
4717,2011-Pau Gasol,C,30,LAL,82,3037,23.3,0.589,0.003,0.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,10,4.7,14.7,0.232,3.9,0.9,4.8,5.2,2011
4718,2011-Rudy Gay,SF,24,MEM,54,2152,17.8,0.548,0.166,0.277,4.5,14.2,9.3,11.6,2.2,2.2,12.2,23.3,2.7,2.9,5.5,0.123,1.9,0.8,2.8,2.6,2011
4719,2011-Alonzo Gee,SG,23,TOT,56,1118,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,0.5,0.6,1,0.045,-2.1,-0.4,-2.5,-0.1,2011
4720,2011-Alonzo Gee,SG,23,SAS,5,18,-2.1,0.333,0,0,13.2,6.3,9.7,0,0,7.9,50,15.3,-0.1,0,-0.1,-0.175,-8.5,-0.7,-9.2,0,2011
4721,2011-Alonzo Gee,SG,23,WAS,11,127,9.9,0.496,0.074,0.444,9.5,10.3,9.9,5.9,2.8,0,19.9,14,0,0.1,0.1,0.023,-2.6,-0.2,-2.8,0,2011
4722,2011-Alonzo Gee,SG,23,CLE,40,973,11.1,0.552,0.209,0.342,5.6,13.1,9.3,5.5,1.7,1.3,14,14.6,0.6,0.5,1,0.052,-1.9,-0.4,-2.3,-0.1,2011
4723,2011-Paul George,SG,20,IND,61,1265,13,0.542,0.349,0.256,3.3,16.3,9.8,8.3,2.5,1.5,13.7,17.8,0.5,1.9,2.4,0.091,-1.6,1.4,-0.1,0.6,2011
4724,2011-Daniel Gibson,SG,24,CLE,67,1865,13.2,0.533,0.444,0.247,1.4,9.7,5.5,18.3,1.3,0.9,9.9,19.7,2,0.4,2.4,0.062,0.3,-0.7,-0.4,0.8,2011
4725,2011-Taj Gibson,PF,25,CHI,80,1742,14.3,0.502,0.016,0.295,11.2,19.4,15.4,5.3,1.2,4.6,11.1,16.8,1.4,3.8,5.2,0.143,-2.2,1.4,-0.9,0.5,2011
4726,2011-Manu Ginóbili,SG,33,SAS,80,2426,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26,6.6,3.2,9.9,0.195,4.1,1.3,5.4,4.5,2011
4727,2011-Ryan Gomes,SF,28,LAC,76,2095,9,0.504,0.418,0.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,1.3,1.2,2.5,0.057,-2.1,0,-2.1,-0.1,2011
4728,2011-Drew Gooden,PF,29,MIL,35,860,15.9,0.487,0.055,0.282,9.6,22.9,16.1,10.3,1.3,1.6,10.2,24.6,0.3,1.5,1.8,0.101,-1.2,0.2,-1,0.2,2011
4729,2011-Ben Gordon,SG,27,DET,82,2131,12.4,0.548,0.345,0.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,1.3,0.3,1.7,0.037,-0.6,-1.9,-2.5,-0.3,2011
4730,2011-Eric Gordon,SG,22,LAC,56,2112,18.5,0.566,0.307,0.367,2.5,6.6,4.5,20.7,1.7,0.7,12,26.5,4.2,1.1,5.3,0.12,3,-1,2,2.2,2011
4731,2011-Marcin Gortat,C,26,TOT,80,2032,17.8,0.594,0.007,0.32,8.5,27.4,18,5.5,0.9,3.3,10.5,17.1,3.7,2.7,6.4,0.152,0.2,0.7,0.9,1.5,2011
4732,2011-Marcin Gortat,C,26,ORL,25,396,13.7,0.562,0,0.222,11.5,23,17.4,6.8,0.9,4.1,16,12.4,0.5,0.8,1.3,0.157,-1.9,2.2,0.3,0.2,2011
4733,2011-Marcin Gortat,C,26,PHO,55,1636,18.8,0.598,0.008,0.335,7.8,28.5,18.1,5.2,0.9,3.2,9.7,18.3,3.2,1.9,5.1,0.151,0.7,0.3,1,1.2,2011
4734,2011-Joey Graham,SF,28,CLE,39,586,7.7,0.518,0.168,0.201,1.5,15.3,8.2,5.2,0.5,0.9,12.6,17.2,-0.2,0.1,0,-0.004,-4.5,-1.3,-5.8,-0.6,2011
4735,2011-Stephen Graham,SG,28,NJN,59,959,4.4,0.457,0.105,0.19,2,13.4,7.6,6.5,0.8,0.1,14.9,12.3,-0.7,0.4,-0.3,-0.014,-5.8,-1,-6.8,-1.2,2011
